time,latitude,longitude,depth,mag
2013-05-14T09:59:19.630Z,29.4,82.015,35,4
2013-04-19T06:35:52.970Z,27.333,87.853,47.1,4.2
2013-04-06T18:36:44.250Z,30.039,88.051,35,4.6
2013-03-06T16:49:46.540Z,28.758,82.294,10,5
2013-02-21T23:39:36.990Z,29.921,87.994,21.4,4.2
2013-01-17T20:59:51.070Z,29.412,81.429,39.1,4.5
2013-01-09T07:44:17.110Z,29.694,81.711,15.3,5
2013-01-02T17:42:16.670Z,29.368,81.199,10,4.7
2012-11-30T19:39:30.580Z,27.22,88.2,25,4.7
2012-11-11T18:39:23.680Z,29.46,81.479,37.1,4.8
2012-11-05T13:08:00.030Z,28.447,86.187,77.8,4.5
2012-08-28T08:31:24.490Z,28.848,82.022,10,4.6
2012-08-24T03:55:53.620Z,28.343,82.607,35,4.4
2012-08-24T00:17:14.790Z,28.385,82.618,35,4
2012-08-23T16:30:21.790Z,28.47,82.69,28.4,5
2012-08-09T13:12:04.910Z,28.456,86.74,70.2,4.7
2012-08-01T19:50:01.040Z,29.972,85.344,10,4.5
2012-07-31T11:58:29.220Z,28.745,82.442,10,4.4
2012-07-31T11:50:52.310Z,28.742,82.455,10,4.5
2012-07-28T05:48:07.330Z,29.921,80.647,16.5,4.6
2012-07-23T00:15:11.120Z,29.79,88.021,35,4.3
2012-07-22T16:44:20.410Z,29.951,88.041,29.4,4.9
2012-07-11T17:23:30.110Z,29.439,81.287,36.7,4.1
2012-07-03T19:11:40.860Z,29.914,88.011,10,4.9
2012-07-02T01:47:47.730Z,29.885,87.872,21.4,4.3
2012-06-11T04:35:59.960Z,27.306,88.13,51.5,4.5
2012-06-09T07:54:11.100Z,28.4,84.126,20.1,4.8
2012-05-30T01:54:30.620Z,27.328,87.974,35.4,4.3
2012-03-19T20:36:21.310Z,29.015,82.321,10,4.3
2012-02-26T23:08:47.640Z,29.682,81.086,35,4.4
2012-01-19T00:46:47.580Z,29.456,81.89,10,4
2011-12-14T20:20:53.840Z,27.504,87.955,47.5,4
2011-11-16T00:26:09.950Z,30.212,83.002,35,4
2011-11-12T23:46:56.810Z,28.212,84.93,50.5,4.2
2011-09-18T12:40:51.830Z,27.73,88.155,50,6.9
2011-08-19T01:52:08.040Z,29.548,81.527,10,4
2011-08-15T16:48:08.000Z,27.256,86.306,35,4
2011-08-11T22:01:27.230Z,30.092,86.814,37.9,4.2
2011-07-12T07:59:31.200Z,30.342,83.727,48.2,4.2
2011-06-03T00:53:27.280Z,27.529,88.019,45.7,5
2011-05-24T12:52:00.090Z,30.042,85.391,41.4,4.5
2011-05-04T20:57:19.260Z,30.323,80.433,25.4,4.6
2011-04-04T11:31:43.050Z,29.698,80.754,26.1,5.3
2011-02-13T17:51:21.560Z,27.388,86.941,28.6,4.5
2011-02-10T03:51:44.230Z,27.215,88.211,46.2,4
2010-11-25T14:05:30.330Z,28.466,82.741,10,4
2010-10-18T04:26:51.270Z,28.492,85.647,43,4
2010-10-17T20:11:18.460Z,28.487,85.677,41.1,4.9
